MODEL,CreatedDate
KONA 1.6 DCT GL HYBRID (PHV),21/03/2024
KONA 1.6 DCT GL HYBRID (PHV),21/03/2024
KONA 1.6 DCT GL HYBRID (PHV),21/03/2024
KONA 1.6 DCT GL HYBRID (PHV),21/03/2024
KONA 1.6 DCT GL HYBRID (PHV),21/03/2024
KONA 1.6 DCT GL HYBRID (PHV),21/03/2024
KONA 1.6 DCT GL HYBRID,22/03/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/03/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/03/2024
IONIQ 6 ELECTRIC 2WD,23/03/2024
KONA 1.6 DCT HYBRID ELITE (S/R),23/03/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD 77KWH,23/03/2024
KONA ELECTRIC,23/03/2024
KONA ELECTRIC S/R,23/03/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),23/03/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD 77KWH,23/03/2024
IONIQ 6 ELECTRIC 2WD,23/03/2024
IONIQ 6 ELECTRIC 2WD,24/03/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),24/03/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD 77KWH,24/03/2024
KONA ELECTRIC,24/03/2024
KONA ELECTRIC S/R,24/03/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD 77KWH,24/03/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD 77KWH,24/03/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD 77KWH,24/03/2024
KONA ELECTRIC S/R,24/03/2024
KONA ELECTRIC S/R,24/03/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),24/03/2024
KONA ELECTRIC S/R,24/03/2024
KONA ELECTRIC,24/03/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,24/03/2024
KONA 1.6 DCT GL HYBRID,24/03/2024
KONA 1.6 DCT GL HYBRID,24/03/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,24/03/2024
IONIQ 6 ELECTRIC 2WD,24/03/2024
KONA 1.6 DCT GL HYBRID,24/03/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD 77KWH,24/03/2024
KONA ELECTRIC,25/03/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD 77KWH,25/03/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD 77KWH,26/03/2024
KONA 1.6 DCT HYBRID ELITE (S/R),26/03/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",27/03/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",27/03/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",27/03/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),27/03/2024
KONA ELECTRIC S/R,27/03/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),28/03/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),28/03/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),28/03/2024
KONA 1.6 DCT GL HYBRID,29/03/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD 77KWH,29/03/2024
KONA 1.6 DCT HYBRID ELITE (S/R),30/03/2024
STARIA 3.5 AUTO (S/R),30/03/2024
KONA 1.6 DCT HYBRID ELITE (S/R),30/03/2024
KONA ELECTRIC,30/03/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),30/03/2024
IONIQ 6 ELECTRIC 2WD,31/03/2024
KONA ELECTRIC S/R,31/03/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,31/03/2024
KONA 1.6 DCT HYBRID ELITE (S/R),31/03/2024
KONA 1.6 DCT HYBRID ELITE (S/R),31/03/2024
KONA 1.6 DCT HYBRID ELITE (S/R),31/03/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,31/03/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,31/03/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,01/04/2024
KONA 1.6 DCT HYBRID ELITE (S/R),01/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,01/04/2024
"AVANTE 1.6 DCT HYBRID ""S""",01/04/2024
KONA 1.6 DCT GL HYBRID,01/04/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),01/04/2024
KONA 1.6 DCT GL HYBRID,01/04/2024
KONA 1.6 DCT GL HYBRID,02/04/2024
"AVANTE 1.6 DCT HYBRID ""S""",02/04/2024
IONIQ 6 ELECTRIC 2WD,02/04/2024
"AVANTE 1.6 DCT HYBRID ""S""",02/04/2024
KONA 1.6 DCT GL HYBRID,02/04/2024
"AVANTE 1.6 DCT HYBRID ""S""",02/04/2024
"AVANTE 1.6 DCT HYBRID ""S""",02/04/2024
"AVANTE 1.6 DCT HYBRID ""S""",02/04/2024
KONA 1.6 DCT HYBRID ELITE (S/R),02/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD 77KWH,02/04/2024
"AVANTE 1.6 DCT HYBRID ""S""",02/04/2024
"AVANTE 1.6 DCT HYBRID ""S""",02/04/2024
"AVANTE 1.6 DCT HYBRID ""S""",02/04/2024
"AVANTE 1.6 DCT HYBRID ""S""",02/04/2024
"AVANTE 1.6 DCT HYBRID ""S""",02/04/2024
"AVANTE 1.6 DCT HYBRID ""S""",02/04/2024
KONA 1.6 DCT GL HYBRID,02/04/2024
KONA 1.6 DCT GL HYBRID,02/04/2024
KONA 1.6 DCT GL HYBRID,02/04/2024
KONA 1.6 DCT GL HYBRID,02/04/2024
KONA 1.6 DCT GL HYBRID,02/04/2024
KONA 1.6 DCT GL HYBRID,02/04/2024
KONA 1.6 DCT GL HYBRID,02/04/2024
KONA 1.6 DCT GL HYBRID,02/04/2024
KONA 1.6 DCT GL HYBRID,02/04/2024
KONA 1.6 DCT GL HYBRID,02/04/2024
"AVANTE 1.6 DCT HYBRID ""S""",03/04/2024
KONA 1.6 DCT GL HYBRID,03/04/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",03/04/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",03/04/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",03/04/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),04/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,06/04/2024
KONA 1.6 DCT HYBRID ELITE (S/R),06/04/2024
KONA 1.6 DCT GL HYBRID,06/04/2024
IONIQ 6 ELECTRIC 2WD,06/04/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),06/04/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),07/04/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),07/04/2024
KONA 1.6 DCT GL HYBRID,07/04/2024
KONA ELECTRIC S/R,07/04/2024
KONA 1.6 DCT HYBRID ELITE (S/R),10/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,10/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,10/04/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,10/04/2024
KONA ELECTRIC S/R,10/04/2024
KONA ELECTRIC,10/04/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",11/04/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",11/04/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",11/04/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",11/04/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",11/04/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",11/04/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,11/04/2024
KONA 1.6 DCT GL HYBRID (PHV),12/04/2024
KONA 1.6 DCT GL HYBRID (PHV),12/04/2024
KONA 1.6 DCT GL HYBRID (PHV),12/04/2024
KONA 1.6 DCT GL HYBRID (PHV),12/04/2024
KONA 1.6 DCT GL HYBRID (PHV),12/04/2024
KONA 1.6 DCT GL HYBRID (PHV),12/04/2024
KONA 1.6 DCT GL HYBRID (PHV),12/04/2024
KONA 1.6 DCT GL HYBRID (PHV),12/04/2024
KONA 1.6 DCT GL HYBRID (PHV),12/04/2024
KONA ELECTRIC S/R,12/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,12/04/2024
KONA ELECTRIC S/R,12/04/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,13/04/2024
KONA 1.6 DCT HYBRID ELITE (S/R),13/04/2024
KONA 1.6 DCT HYBRID ELITE (S/R),13/04/2024
KONA 1.6 DCT GL HYBRID,13/04/2024
KONA 1.6 DCT HYBRID ELITE (S/R),13/04/2024
IONIQ 6 ELECTRIC 2WD,13/04/2024
KONA ELECTRIC S/R,13/04/2024
KONA 1.6 DCT GL HYBRID,13/04/2024
KONA 1.6 DCT GL HYBRID,13/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,13/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,13/04/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),13/04/2024
KONA 1.6 DCT GL HYBRID,13/04/2024
KONA ELECTRIC S/R,13/04/2024
IONIQ 6 ELECTRIC 2WD,13/04/2024
PALISADE 3.5 GLS AUTO (S/R) 7-SEATER,13/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,13/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,13/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,13/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,14/04/2024
KONA 1.6 DCT GL HYBRID,14/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,14/04/2024
KONA 1.6 DCT HYBRID ELITE (S/R),14/04/2024
KONA 1.6 DCT HYBRID ELITE (S/R),14/04/2024
IONIQ 6 ELECTRIC 2WD,14/04/2024
KONA 1.6 DCT HYBRID ELITE (S/R),14/04/2024
KONA 1.6 DCT HYBRID ELITE (S/R),14/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,14/04/2024
KONA ELECTRIC,14/04/2024
KONA 1.6 DCT GL HYBRID,14/04/2024
KONA 1.6 DCT GL HYBRID,14/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,14/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,14/04/2024
KONA ELECTRIC,14/04/2024
KONA 1.6 DCT GL HYBRID,14/04/2024
KONA 1.6 DCT HYBRID ELITE (S/R),14/04/2024
KONA ELECTRIC,14/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,14/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,14/04/2024
KONA 1.6 DCT HYBRID ELITE (S/R),14/04/2024
KONA 1.6 DCT HYBRID ELITE (S/R),14/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,14/04/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),14/04/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,15/04/2024
KONA 1.6 DCT HYBRID ELITE (S/R),15/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,15/04/2024
KONA 1.6 DCT HYBRID ELITE (S/R),15/04/2024
KONA ELECTRIC,15/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,16/04/2024
"AVANTE 1.6 DCT HYBRID ""S""",16/04/2024
KONA ELECTRIC,16/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,16/04/2024
KONA ELECTRIC,16/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,17/04/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,17/04/2024
KONA ELECTRIC S/R,19/04/2024
KONA ELECTRIC S/R,20/04/2024
KONA 1.6 DCT HYBRID ELITE (S/R),20/04/2024
KONA ELECTRIC,20/04/2024
KONA 1.6 DCT HYBRID ELITE (S/R),20/04/2024
KONA 1.6 DCT GL HYBRID,20/04/2024
KONA 1.6 DCT HYBRID ELITE (S/R),20/04/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),20/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD 77KWH,20/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD 77KWH,21/04/2024
KONA 1.6 DCT HYBRID ELITE (S/R),21/04/2024
KONA 1.6 DCT HYBRID ELITE (S/R),21/04/2024
KONA ELECTRIC S/R,21/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD 77KWH,21/04/2024
KONA ELECTRIC,21/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,21/04/2024
KONA 1.6 DCT GL HYBRID (PHV),22/04/2024
KONA 1.6 DCT GL HYBRID (PHV),22/04/2024
KONA 1.6 DCT GL HYBRID (PHV),22/04/2024
KONA 1.6 DCT GL HYBRID (PHV),22/04/2024
KONA 1.6 DCT GL HYBRID (PHV),22/04/2024
KONA 1.6 DCT GL HYBRID (PHV),22/04/2024
KONA ELECTRIC S/R,23/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,24/04/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),24/04/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",25/04/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",25/04/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",25/04/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",25/04/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",25/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,25/04/2024
KONA 1.6 DCT HYBRID ELITE (S/R),25/04/2024
KONA ELECTRIC S/R,26/04/2024
KONA 1.6 DCT HYBRID ELITE (S/R),26/04/2024
KONA 1.6 DCT HYBRID ELITE (S/R),27/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD 77KWH,28/04/2024
KONA 1.6 DCT HYBRID ELITE (S/R),28/04/2024
IONIQ 6 ELECTRIC 2WD,28/04/2024
KONA 1.6 DCT HYBRID ELITE (S/R),28/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD 77KWH,29/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,30/04/2024
KONA 1.6 DCT HYBRID ELITE (S/R),30/04/2024
KONA 1.6 DCT HYBRID ELITE (S/R),30/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD 77KWH,30/04/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),30/04/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,01/05/2024
IONIQ 5 ELECTRIC INSPIRATION AWD,01/05/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),01/05/2024
KONA 1.6 DCT GL HYBRID,01/05/2024
KONA ELECTRIC S/R,01/05/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",02/05/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",02/05/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",02/05/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,03/05/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,04/05/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,04/05/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,04/05/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD 77KWH,05/05/2024
KONA 1.6 DCT HYBRID ELITE (S/R),05/05/2024
IONIQ 6 ELECTRIC 2WD,05/05/2024
KONA 1.6 DCT GL HYBRID,06/05/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,06/05/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,06/05/2024
KONA 1.6 DCT HYBRID ELITE (S/R),07/05/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",09/05/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",09/05/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",09/05/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,10/05/2024
KONA 1.6 DCT HYBRID ELITE (S/R),12/05/2024
KONA 1.6 DCT GL HYBRID,12/05/2024
KONA ELECTRIC S/R,13/05/2024
KONA 1.6 DCT HYBRID ELITE (S/R),13/05/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,13/05/2024
IONIQ 6 ELECTRIC 2WD,15/05/2024
KONA 1.6 DCT GL HYBRID (PHV),15/05/2024
KONA 1.6 DCT GL HYBRID (PHV),15/05/2024
KONA 1.6 DCT GL HYBRID (PHV),15/05/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,15/05/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",16/05/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",16/05/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",16/05/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",16/05/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",16/05/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",16/05/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",16/05/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",16/05/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",16/05/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",16/05/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",16/05/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",16/05/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",16/05/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",16/05/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",16/05/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,16/05/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,17/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,17/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,18/05/2024
SANTA FE 1.6 TURBO HYBRID 7-SEATER,18/05/2024
KONA 1.6 DCT HYBRID ELITE (S/R),18/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,18/05/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),18/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,18/05/2024
STARIA 3.5 AUTO (S/R),18/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,18/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,18/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,18/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,18/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,18/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,19/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,19/05/2024
KONA 1.6 DCT GL HYBRID,19/05/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),19/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,19/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,19/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,19/05/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,19/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,19/05/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,19/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,19/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,19/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,19/05/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,19/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,19/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,19/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,20/05/2024
KONA 1.6 DCT HYBRID ELITE (S/R),20/05/2024
"AVANTE 1.6 DCT HYBRID ""S""",20/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,20/05/2024
KONA 1.6 DCT GL HYBRID,20/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,20/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,20/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,20/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,20/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,21/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,21/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,21/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,21/05/2024
SANTA FE 1.6 TURBO HYBRID 7-SEATER,21/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,21/05/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",21/05/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",21/05/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",21/05/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",21/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,21/05/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,21/05/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,21/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,21/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,22/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,22/05/2024
KONA 1.6 DCT HYBRID ELITE (S/R),22/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,22/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,22/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,22/05/2024
KONA 1.6 DCT GL HYBRID,22/05/2024
SANTA FE 1.6 TURBO HYBRID 7-SEATER,22/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,22/05/2024
SANTA FE 1.6 TURBO HYBRID 7-SEATER,22/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,22/05/2024
KONA 1.6 DCT GL HYBRID,22/05/2024
SANTA FE 1.6 TURBO HYBRID 7-SEATER,22/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,22/05/2024
KONA 1.6 DCT GL HYBRID,22/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,22/05/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,22/05/2024
SANTA FE 1.6 TURBO HYBRID 7-SEATER,22/05/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,22/05/2024
SANTA FE 1.6 TURBO HYBRID 7-SEATER,22/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,22/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,22/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,23/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,23/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,23/05/2024
KONA 1.6 DCT GL HYBRID (PHV),24/05/2024
KONA 1.6 DCT GL HYBRID (PHV),24/05/2024
KONA 1.6 DCT GL HYBRID (PHV),24/05/2024
KONA 1.6 DCT GL HYBRID (PHV),24/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,24/05/2024
KONA ELECTRIC S/R,24/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,24/05/2024
SANTA FE 1.6 TURBO HYBRID 7-SEATER,24/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,24/05/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD 77KWH,25/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,25/05/2024
KONA 1.6 DCT GL HYBRID,25/05/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,25/05/2024
KONA 1.6 DCT GL HYBRID,25/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,25/05/2024
KONA 1.6 DCT GL HYBRID,25/05/2024
KONA 1.6 DCT GL HYBRID,25/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,25/05/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,25/05/2024
SANTA FE 1.6 TURBO HYBRID 7-SEATER,25/05/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,26/05/2024
