MODEL,CreatedDate
IONIQ 5 ELECTRIC PRESTIGE 2WD,20/07/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,20/07/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,20/07/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,21/07/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,21/07/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,21/07/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,21/07/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,21/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,21/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),21/07/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,21/07/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,21/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),21/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,22/07/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 6-SEATER,23/07/2024
KONA ELECTRIC,23/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),24/07/2024
KONA 1.6 DCT GL HYBRID (PHV),25/07/2024
KONA 1.6 DCT GL HYBRID (PHV),25/07/2024
KONA 1.6 DCT GL HYBRID (PHV),25/07/2024
KONA 1.6 DCT GL HYBRID (PHV),25/07/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,25/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",25/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",25/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",25/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",25/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",25/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",25/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",25/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",25/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",25/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",25/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",25/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",25/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),25/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,25/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),25/07/2024
KONA ELECTRIC S/R,25/07/2024
KONA ELECTRIC S/R,25/07/2024
KONA ELECTRIC S/R,25/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,26/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,26/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,27/07/2024
KONA ELECTRIC,27/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),27/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),27/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),27/07/2024
KONA 1.6 DCT GL HYBRID,27/07/2024
KONA ELECTRIC,27/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,27/07/2024
IONIQ 6 ELECTRIC EXCLUSIVE 2WD,27/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),27/07/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,27/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),28/07/2024
IONIQ 6 ELECTRIC INSPIRATION AWD,28/07/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,28/07/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,28/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,28/07/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,28/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 6-SEATER,28/07/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,28/07/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD 77KWH,28/07/2024
KONA 1.6 DCT GL HYBRID,28/07/2024
KONA 1.6 DCT HYBRID ELITE (S/R),29/07/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,29/07/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD 77KWH,29/07/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,29/07/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,30/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),30/07/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,30/07/2024
IONIQ 6 ELECTRIC INSPIRATION AWD,30/07/2024
KONA 1.6 DCT HYBRID ELITE (S/R),30/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 6-SEATER,31/07/2024
KONA 1.6 DCT HYBRID ELITE (S/R),31/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",31/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",31/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",31/07/2024
KONA 1.6 DCT GL HYBRID,31/07/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,31/07/2024
KONA 1.6 DCT GL HYBRID,02/08/2024
SANTA FE 1.6 TURBO HYBRID 7-SEATER,02/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),02/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),02/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),03/08/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,03/08/2024
KONA ELECTRIC,03/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),03/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),03/08/2024
IONIQ 6 ELECTRIC EXCLUSIVE 2WD,03/08/2024
KONA 1.6 DCT GL HYBRID,03/08/2024
KONA 1.6 DCT GL HYBRID,04/08/2024
KONA 1.6 DCT GL HYBRID,04/08/2024
KONA 1.6 DCT GL HYBRID,04/08/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,04/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),04/08/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,04/08/2024
IONIQ 6 ELECTRIC INSPIRATION AWD,04/08/2024
IONIQ 6 ELECTRIC INSPIRATION AWD,04/08/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,04/08/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,04/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),04/08/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,05/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),05/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),05/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),05/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),05/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),05/08/2024
KONA ELECTRIC S/R (LONG RANGE),05/08/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD 77KWH,05/08/2024
KONA 1.6 DCT GL HYBRID,06/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),06/08/2024
KONA 1.6 DCT GL HYBRID,06/08/2024
KONA 1.6 DCT GL HYBRID,06/08/2024
KONA 1.6 DCT GL HYBRID,06/08/2024
KONA 1.6 DCT GL HYBRID,06/08/2024
KONA 1.6 DCT GL HYBRID,06/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),06/08/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,06/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),06/08/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,06/08/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,07/08/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,07/08/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,07/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",07/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",07/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",07/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",07/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",07/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",07/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",07/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",07/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",07/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",07/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",07/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",07/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",07/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
KONA 1.6 DCT GL HYBRID (PHV),08/08/2024
KONA 1.6 DCT GL HYBRID (PHV),08/08/2024
KONA 1.6 DCT GL HYBRID (PHV),08/08/2024
KONA 1.6 DCT GL HYBRID (PHV),08/08/2024
KONA 1.6 DCT GL HYBRID (PHV),08/08/2024
KONA 1.6 DCT GL HYBRID (PHV),08/08/2024
KONA 1.6 DCT GL HYBRID (PHV),08/08/2024
KONA 1.6 DCT GL HYBRID (PHV),08/08/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,09/08/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,09/08/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,11/08/2024
SANTA FE 1.6 TURBO HYBRID 7-SEATER,12/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),12/08/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,13/08/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,14/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",15/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",15/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",15/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",15/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",15/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",15/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",15/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",15/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",15/08/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,15/08/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,17/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),18/08/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,18/08/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,18/08/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,18/08/2024
KONA 1.6 DCT GL HYBRID,18/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),18/08/2024
KONA ELECTRIC S/R,18/08/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,18/08/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,18/08/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,18/08/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,19/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),19/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),19/08/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,19/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),20/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),20/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),20/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),20/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),20/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),20/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),20/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),20/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),20/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),20/08/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,20/08/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,20/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),21/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),21/08/2024
KONA ELECTRIC,21/08/2024
KONA ELECTRIC,21/08/2024
KONA ELECTRIC,21/08/2024
KONA ELECTRIC,21/08/2024
KONA ELECTRIC,21/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),22/08/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,22/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",22/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",22/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),23/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),23/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),23/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),23/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),23/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),23/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),23/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),23/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),23/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),23/08/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,24/08/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,24/08/2024
KONA ELECTRIC S/R,25/08/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,25/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),25/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),25/08/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,25/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),25/08/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,25/08/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,26/08/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,26/08/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,26/08/2024
SANTA FE 1.6 TURBO HYBRID 7-SEATER,26/08/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,26/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),27/08/2024
KONA ELECTRIC S/R,28/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",29/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",29/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",29/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),29/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",29/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",29/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",29/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",29/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",29/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",29/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",29/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",29/08/2024
KONA ELECTRIC,30/08/2024
KONA 1.6 DCT GL HYBRID,30/08/2024
KONA 1.6 DCT GL HYBRID,30/08/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,30/08/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,31/08/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,31/08/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,31/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),31/08/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,31/08/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,01/09/2024
KONA 1.6 DCT HYBRID ELITE (S/R),01/09/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,01/09/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,01/09/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,01/09/2024
KONA 1.6 DCT HYBRID ELITE (S/R),01/09/2024
KONA ELECTRIC,01/09/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,01/09/2024
KONA 1.6 DCT HYBRID ELITE (S/R),01/09/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,01/09/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,01/09/2024
PALISADE 3.5 GLS AUTO (S/R) 7-SEATER,01/09/2024
KONA 1.6 DCT GL HYBRID,01/09/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,01/09/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),02/09/2024
KONA 1.6 DCT HYBRID ELITE (S/R),02/09/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,02/09/2024
KONA 1.6 DCT HYBRID ELITE (S/R),02/09/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),02/09/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,02/09/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,02/09/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,03/09/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,03/09/2024
KONA 1.6 DCT GL HYBRID,04/09/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",04/09/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",04/09/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",04/09/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",04/09/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",04/09/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",04/09/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",04/09/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",04/09/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",04/09/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",04/09/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,06/09/2024
KONA 1.6 DCT GL HYBRID,08/09/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,08/09/2024
KONA 1.6 DCT HYBRID ELITE (S/R),08/09/2024
KONA 1.6 DCT HYBRID ELITE (S/R),08/09/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,08/09/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/09/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,08/09/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,09/09/2024
KONA 1.6 DCT HYBRID ELITE (S/R),09/09/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",10/09/2024
IONIQ 6 ELECTRIC EXCLUSIVE 2WD,10/09/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,10/09/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,10/09/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",11/09/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",11/09/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",11/09/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",11/09/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",11/09/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",11/09/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",11/09/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",11/09/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",11/09/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",11/09/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,11/09/2024
KONA 1.6 DCT GL HYBRID,12/09/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",12/09/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",12/09/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,13/09/2024
KONA 1.6 DCT HYBRID ELITE (S/R),14/09/2024
KONA 1.6 DCT GL HYBRID,14/09/2024
KONA 1.6 DCT HYBRID ELITE (S/R),14/09/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,15/09/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,15/09/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,15/09/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,15/09/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,15/09/2024
KONA 1.6 DCT HYBRID ELITE (S/R),15/09/2024
KONA 1.6 DCT HYBRID ELITE (S/R),15/09/2024
KONA 1.6 DCT HYBRID ELITE (S/R),16/09/2024
KONA 1.6 DCT GL HYBRID,16/09/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,16/09/2024
KONA 1.6 DCT GL HYBRID,16/09/2024
"AVANTE 1.6 DCT HYBRID ""S""",16/09/2024
SANTA FE 1.6 TURBO HYBRID 7-SEATER,17/09/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 6-SEATER,17/09/2024
SANTA FE 1.6 TURBO HYBRID 7-SEATER,17/09/2024
KONA 1.6 DCT GL HYBRID,17/09/2024
KONA 1.6 DCT HYBRID ELITE (S/R),17/09/2024
